,CustomerID,Recency,Monetary,Frequency,Category
89,12940,55,899.69,2,RECENT AVARAGE MATE
90,12942,132,675.5999999999999,3,CASUAL AVARAGE MATE
91,12944,36,604.51,2,RECENT AVARAGE MATE
92,12945,289,462.95000000000005,1,
93,12947,144,1603.9899999999998,6,CASUAL AVARAGE MATE
94,12948,17,2064.95,7,SOUL MATE
95,12949,31,4167.219999999999,8,SOUL MATE
96,12950,3,1843.0,3,
97,12951,9,1064.0700000000002,6,SOUL MATE
98,12952,6,1387.79,4,RECENT AVARAGE MATE
99,12953,10,329.84999999999997,1,
100,12955,2,4757.16,11,
101,12956,307,108.07,1,
102,12957,10,4017.54,8,SOUL MATE
103,12962,8,266.39000000000004,2,RECENT AVARAGE MATE
104,12963,9,1856.6300000000003,8,SOUL MATE
105,12965,90,769.8099999999997,1,
106,12966,10,160.18,1,
107,12967,359,1660.9,2,
108,12968,113,135.95,1,
109,12970,8,405.46999999999986,4,RECENT AVARAGE MATE
110,12971,4,11189.909999999996,86,
111,12974,198,144.8,1,
112,12976,212,738.6,1,
113,12977,157,39.24,1,
114,12980,158,7374.900000000001,9,
115,12981,30,372.22,2,RECENT AVARAGE MATE
116,12982,243,390.53999999999996,1,
117,12984,19,97.5,1,
118,12985,1,1239.3799999999999,2,
119,12987,74,558.7,2,CASUAL AVARAGE MATE
120,12988,293,505.82,1,
121,12989,4,6924.109999999999,15,
122,12990,32,409.5,3,RECENT AVARAGE MATE
123,12991,24,503.76,2,RECENT AVARAGE MATE
124,12993,24,414.76000000000005,4,RECENT AVARAGE MATE
125,12994,5,974.4200000000001,3,RECENT AVARAGE MATE
126,12995,86,211.32,1,
127,12997,23,1226.8899999999999,4,RECENT AVARAGE MATE
128,12999,197,455.87999999999994,3,EX MATE
129,13000,107,534.85,3,CASUAL AVARAGE MATE
130,13001,5,9785.97,13,
131,13002,319,120.94999999999999,1,
132,13003,106,149.05,3,CASUAL AVARAGE MATE
133,13004,12,5655.91,18,
134,13005,174,513.7,2,EX MATE
135,13006,57,81.57,1,
136,13008,324,229.47000000000003,1,
137,13011,373,50.550000000000004,1,
138,13012,10,1646.8400000000001,8,SOUL MATE
139,13013,2,4810.9400000000005,13,
140,13014,11,3466.28,10,SOUL MATE
141,13015,54,3339.6399999999994,5,RECENT AVARAGE MATE
142,13016,74,789.8899999999999,3,CASUAL AVARAGE MATE
143,13017,8,204.0,1,
144,13018,17,7277.699999999999,28,
145,13021,5,2616.3799999999997,9,SOUL MATE
146,13023,65,689.9000000000001,2,CASUAL AVARAGE MATE
147,13026,2,975.3600000000001,5,
148,13027,114,6912.0,6,
149,13028,23,661.3199999999999,2,RECENT AVARAGE MATE
150,13029,31,1247.5,3,RECENT AVARAGE MATE
151,13030,12,752.44,2,RECENT AVARAGE MATE
152,13032,53,1010.18,2,RECENT AVARAGE MATE
153,13033,358,190.54999999999998,1,
154,13034,55,642.7700000000001,2,RECENT AVARAGE MATE
155,13035,74,921.8799999999999,2,CASUAL AVARAGE MATE
156,13037,139,881.0699999999999,3,CASUAL AVARAGE MATE
157,13038,81,908.46,3,CASUAL AVARAGE MATE
158,13040,9,676.99,2,RECENT AVARAGE MATE
159,13043,274,516.4200000000001,1,
160,13044,292,560.4700000000001,1,
161,13045,100,305.28,1,
162,13046,31,629.31,2,RECENT AVARAGE MATE
163,13047,32,3237.54,10,SOUL MATE
164,13048,15,1819.41,4,RECENT AVARAGE MATE
165,13049,65,656.6800000000001,2,CASUAL AVARAGE MATE
166,13050,15,5836.86,17,
167,13052,213,348.15000000000003,1,
168,13055,79,1214.4099999999996,3,CASUAL AVARAGE MATE
169,13058,25,271.4,3,RECENT AVARAGE MATE
170,13059,250,183.4,1,
171,13060,254,307.53000000000003,1,
172,13061,73,248.61,1,
173,13062,192,346.98,1,
174,13064,13,1105.59,4,RECENT AVARAGE MATE
175,13065,374,205.85999999999999,1,
176,13066,25,470.80000000000007,2,RECENT AVARAGE MATE
177,13067,83,115.46000000000002,1,
178,13068,11,344.0,2,RECENT AVARAGE MATE
179,13069,1,4431.44,24,
180,13070,193,228.8,1,
181,13072,267,177.14999999999998,1,
182,13075,130,919.61,1,
183,13077,2,728.0200000000001,4,
184,13078,4,12627.939999999999,26,
185,13079,5,220.10000000000002,5,RECENT AVARAGE MATE
186,13080,180,58.08,1,
187,13081,12,28337.37999999999,11,
188,13082,127,3613.63,9,CASUAL AVARAGE MATE
189,13083,5,303.75,2,RECENT AVARAGE MATE
190,13085,158,416.08000000000004,2,EX MATE
191,13089,3,58762.08,97,
192,13090,9,8910.82,14,
193,13091,29,345.82,1,
194,13092,71,477.83,5,CASUAL AVARAGE MATE
195,13093,276,7832.47,8,
196,13094,22,1927.3200000000004,12,SOUL MATE
197,13095,71,74.4,1,
198,13097,33,6003.22,10,
199,13098,2,28882.440000000006,28,
200,13099,100,207.35999999999999,1,
201,13101,235,101.18999999999998,1,
202,13102,2,6424.09,24,
203,13103,40,243.94,1,
204,13104,4,1098.48,6,SOUL MATE
205,13106,134,76.5,1,
206,13107,45,1531.6200000000001,4,RECENT AVARAGE MATE
207,13108,373,350.05999999999995,1,
208,13109,60,786.5400000000001,2,RECENT AVARAGE MATE
209,13110,32,1488.6699999999998,7,SOUL MATE
210,13113,1,12245.96,24,
211,13115,12,2294.78,4,RECENT AVARAGE MATE
212,13116,139,501.14000000000004,1,
213,13117,22,984.91,8,SOUL MATE
214,13118,20,1197.8100000000002,5,RECENT AVARAGE MATE
215,13120,239,30.599999999999998,1,
216,13121,270,283.7299999999999,1,
217,13122,95,922.3900000000002,2,CASUAL AVARAGE MATE
218,13124,90,3756.330000000001,3,CASUAL AVARAGE MATE
219,13126,5,2099.64,8,SOUL MATE
220,13127,78,259.16999999999996,1,
221,13130,95,64.0,1,
222,13131,24,1073.3,3,RECENT AVARAGE MATE
223,13132,262,77.3,1,
224,13133,274,109.8,2,
225,13134,86,1793.58,4,CASUAL AVARAGE MATE
226,13135,197,3096.0,1,
227,13136,57,2607.6099999999997,5,RECENT AVARAGE MATE
228,13137,11,3603.2900000000004,8,SOUL MATE
229,13138,23,962.3900000000001,6,SOUL MATE
230,13139,17,5064.9400000000005,7,SOUL MATE
231,13140,109,422.46999999999997,3,CASUAL AVARAGE MATE
232,13141,85,2388.75,5,CASUAL AVARAGE MATE
233,13142,20,307.0899999999999,1,
234,13144,333,110.94999999999999,1,
235,13145,40,618.52,4,RECENT AVARAGE MATE
236,13146,27,228.91,1,
237,13147,11,712.8000000000001,4,RECENT AVARAGE MATE
238,13148,30,3683.2599999999998,12,SOUL MATE
239,13149,15,1676.06,4,RECENT AVARAGE MATE
240,13151,296,1257.8700000000003,1,
241,13153,6,486.22,1,
242,13155,34,971.7599999999998,4,RECENT AVARAGE MATE
243,13157,50,1741.2199999999998,4,RECENT AVARAGE MATE
244,13158,95,1201.06,4,CASUAL AVARAGE MATE
245,13159,9,1429.35,4,RECENT AVARAGE MATE
246,13160,23,91.8,1,
247,13161,314,112.75,1,
248,13162,123,1688.29,4,CASUAL AVARAGE MATE
249,13165,47,1021.4799999999999,2,RECENT AVARAGE MATE
250,13166,284,417.19999999999993,1,
251,13167,19,791.33,4,RECENT AVARAGE MATE
252,13168,37,1299.59,4,RECENT AVARAGE MATE
253,13169,64,712.8799999999999,2,CASUAL AVARAGE MATE
254,13170,27,108.81000000000002,1,
255,13171,22,468.40999999999997,3,RECENT AVARAGE MATE
256,13173,5,353.65,2,RECENT AVARAGE MATE
257,13174,17,2742.82,3,RECENT AVARAGE MATE
258,13176,47,481.49000000000007,1,
259,13177,65,282.45,1,
260,13178,27,5725.469999999999,11,
261,13182,46,121.17999999999999,1,
262,13183,8,3957.7800000000007,9,SOUL MATE
263,13184,15,1668.9499999999998,10,SOUL MATE
264,13185,268,71.4,1,
265,13186,40,1575.8899999999999,3,RECENT AVARAGE MATE
266,13187,338,236.01999999999995,1,
267,13188,12,114.60000000000001,1,
268,13189,19,260.68,2,RECENT AVARAGE MATE
269,13192,96,911.94,2,CASUAL AVARAGE MATE
270,13193,62,112.08,1,
271,13194,136,60.7,1,
272,13196,12,1797.7800000000007,4,RECENT AVARAGE MATE
273,13198,11,3401.2400000000002,6,SOUL MATE
274,13199,4,9817.119999999999,38,
275,13200,20,870.0900000000001,4,RECENT AVARAGE MATE
276,13203,10,869.46,4,RECENT AVARAGE MATE
277,13207,16,250.26000000000005,2,RECENT AVARAGE MATE
278,13208,59,1217.65,6,SOUL MATE
279,13209,31,5891.61,8,
280,13210,94,353.47999999999996,1,
281,13211,11,1095.42,3,RECENT AVARAGE MATE
282,13212,20,786.8299999999998,3,RECENT AVARAGE MATE
283,13213,57,1520.58,5,RECENT AVARAGE MATE
284,13216,268,333.74,1,
285,13217,123,533.98,3,CASUAL AVARAGE MATE
286,13218,128,62.64,1,
287,13220,79,819.29,4,CASUAL AVARAGE MATE
288,13221,241,847.4100000000002,2,EX MATE
289,13223,201,163.20000000000002,2,EX MATE
290,13224,61,2155.9500000000007,2,RECENT AVARAGE MATE
291,13225,4,6463.84,7,
292,13226,274,108.21000000000001,1,
293,13227,202,257.7,1,
294,13228,82,358.0,1,
295,13229,226,160.95,1,
296,13230,5,2755.63,14,
297,13232,13,1328.35,7,SOUL MATE
298,13233,75,605.12,2,CASUAL AVARAGE MATE
299,13235,213,1031.0699999999997,1,
300,13236,25,744.8499999999999,2,RECENT AVARAGE MATE
301,13238,18,700.73,4,RECENT AVARAGE MATE
302,13239,262,329.56,1,
303,13240,97,663.6499999999999,4,CASUAL AVARAGE MATE
304,13242,113,270.4,3,CASUAL AVARAGE MATE
305,13243,204,585.1200000000001,1,
306,13244,93,121.74000000000001,1,
307,13245,51,430.5,1,
308,13246,19,1961.5200000000002,6,SOUL MATE
309,13247,18,501.11999999999995,4,RECENT AVARAGE MATE
310,13248,125,465.67999999999995,2,CASUAL AVARAGE MATE
311,13249,93,711.4100000000001,3,CASUAL AVARAGE MATE
312,13253,157,1030.4,2,EX MATE
313,13255,10,399.51,2,RECENT AVARAGE MATE
314,13256,15,0.0,1,
315,13258,12,672.83,3,RECENT AVARAGE MATE
316,13259,62,283.1799999999999,1,
317,13260,62,557.6200000000001,1,
318,13261,269,944.1,2,EX MATE
319,13262,264,200.29000000000002,1,
320,13263,2,7436.929999999999,35,
321,13265,54,2092.66,5,RECENT AVARAGE MATE
322,13266,12,3834.26,12,SOUL MATE
323,13267,3,4521.49,19,
324,13268,18,3174.75,11,SOUL MATE
325,13269,2,5343.28,15,
326,13270,367,590.0,1,
327,13271,38,211.48999999999992,1,
328,13272,32,276.56,2,RECENT AVARAGE MATE
329,13273,114,138.97999999999996,1,
330,13276,64,590.9300000000001,2,CASUAL AVARAGE MATE
331,13277,16,258.4,4,RECENT AVARAGE MATE
332,13278,41,542.73,1,
333,13279,79,137.75,1,
334,13280,123,798.46,3,CASUAL AVARAGE MATE
335,13282,19,1132.14,3,RECENT AVARAGE MATE
336,13283,60,93.66,2,
337,13284,331,201.19,1,
338,13285,24,2709.1199999999994,4,RECENT AVARAGE MATE
339,13291,156,361.10999999999996,1,
340,13292,39,578.94,2,RECENT AVARAGE MATE
341,13294,190,873.74,2,EX MATE
342,13295,360,201.2,1,
343,13296,138,87.4,1,
344,13297,8,2089.8500000000004,4,RECENT AVARAGE MATE
345,13298,2,360.0,1,
346,13299,269,142.5,1,
347,13300,170,371.89000000000004,1,
348,13301,104,618.0899999999999,4,CASUAL AVARAGE MATE
349,13302,156,63.75,1,
350,13304,352,300.4199999999999,1,
351,13305,5,2000.8600000000001,10,SOUL MATE
352,13307,121,15.0,1,
353,13308,23,1385.5100000000002,3,RECENT AVARAGE MATE
354,13309,8,1456.79,5,RECENT AVARAGE MATE
355,13310,29,1132.0300000000002,3,RECENT AVARAGE MATE
356,13311,5,598.57,2,RECENT AVARAGE MATE
357,13313,23,1555.32,5,RECENT AVARAGE MATE
358,13314,2,775.9400000000003,3,
359,13316,38,5732.93,4,
360,13317,67,2273.68,6,SOUL MATE
361,13318,2,640.76,3,
362,13319,6,10845.55,26,
363,13320,79,1532.1999999999998,4,CASUAL AVARAGE MATE
364,13321,73,567.3599999999999,2,CASUAL AVARAGE MATE
365,13322,18,199.48,1,
366,13323,4,787.8499999999999,5,RECENT AVARAGE MATE
367,13324,37,7121.95,10,
368,13325,82,675.3,1,
369,13327,39,3627.7700000000004,8,SOUL MATE
370,13328,317,1308.48,1,
371,13329,32,788.9999999999999,2,RECENT AVARAGE MATE
372,13330,93,1140.93,3,CASUAL AVARAGE MATE
373,13332,15,350.9,1,
374,13334,83,3502.3200000000006,3,CASUAL AVARAGE MATE
375,13336,78,795.12,1,
376,13338,158,487.02,1,
377,13339,201,860.1200000000002,1,
378,13340,46,10736.480000000003,7,
379,13341,261,775.8499999999999,1,
380,13343,178,353.43,1,
381,13344,68,2511.69,3,CASUAL AVARAGE MATE
382,13345,288,389.50000000000006,1,
383,13347,71,341.36,1,
384,13348,65,233.76,1,
385,13349,11,247.31999999999996,1,
386,13350,17,979.1199999999999,2,RECENT AVARAGE MATE
387,13351,67,373.94,1,
388,13352,61,397.9800000000001,1,
389,13354,72,743.5300000000003,1,
390,13355,123,674.7,1,
391,13356,81,768.2400000000001,1,
392,13357,258,609.4,1,
393,13358,269,439.03000000000003,1,
394,13359,64,439.55999999999995,1,
395,13362,10,3090.7400000000007,4,RECENT AVARAGE MATE
396,13363,18,992.5,2,RECENT AVARAGE MATE
397,13364,72,134.96,1,
398,13365,34,2225.37,2,RECENT AVARAGE MATE
399,13366,51,56.160000000000004,1,
400,13368,257,623.4,2,EX MATE
401,13369,366,308.28000000000003,1,
402,13370,372,754.8700000000003,1,
403,13372,90,378.64,1,
404,13373,61,3312.250000000001,3,RECENT AVARAGE MATE
405,13375,89,778.6499999999997,1,
406,13376,100,1019.76,3,CASUAL AVARAGE MATE
407,13379,27,572.5600000000001,3,RECENT AVARAGE MATE
408,13381,32,3639.31,6,SOUL MATE
409,13382,281,222.99,1,
410,13384,31,4151.93,7,SOUL MATE
411,13385,330,534.5700000000002,1,
412,13388,132,677.1,2,CASUAL AVARAGE MATE
413,13389,12,797.96,3,RECENT AVARAGE MATE
414,13390,75,544.0799999999999,1,
415,13391,204,59.8,1,
416,13394,2,2520.0199999999995,8,
417,13395,186,307.72,1,
418,13396,30,1360.9899999999998,2,RECENT AVARAGE MATE
419,13397,73,1544.13,5,CASUAL AVARAGE MATE
420,13398,193,457.3400000000001,1,
421,13402,128,621.23,2,CASUAL AVARAGE MATE
422,13403,18,75.0,1,
423,13404,2,252.48999999999998,2,
424,13405,75,572.451,3,CASUAL AVARAGE MATE
425,13408,2,28117.03999999999,62,
426,13410,25,1003.06,5,RECENT AVARAGE MATE
427,13411,108,213.55000000000004,1,
428,13414,134,1390.5,3,CASUAL AVARAGE MATE
429,13416,44,712.5,2,RECENT AVARAGE MATE
430,13417,5,640.83,2,RECENT AVARAGE MATE
431,13418,12,6127.43,18,
432,13419,64,221.05999999999995,1,
433,13420,150,159.85,2,CASUAL AVARAGE MATE
434,13421,41,1833.71,2,RECENT AVARAGE MATE
435,13422,65,2626.3000000000006,1,
436,13425,109,1624.2099999999996,3,CASUAL AVARAGE MATE
437,13426,1,3641.32,10,
438,13427,20,582.6,3,RECENT AVARAGE MATE
439,13428,11,201.77999999999994,1,
440,13429,11,1006.8,4,RECENT AVARAGE MATE
441,13430,19,679.45,2,RECENT AVARAGE MATE
442,13431,68,1269.1,2,CASUAL AVARAGE MATE
443,13434,75,534.2400000000001,2,CASUAL AVARAGE MATE
444,13435,6,3809.8900000000003,7,SOUL MATE
445,13436,2,196.88999999999996,1,
446,13437,15,3408.0600000000004,7,SOUL MATE
447,13439,256,283.71,1,
448,13441,92,296.64000000000004,1,
449,13447,24,1129.1399999999999,3,RECENT AVARAGE MATE
450,13448,17,3534.6899999999996,6,SOUL MATE
451,13449,24,291.88,1,
452,13450,27,2043.7199999999998,6,SOUL MATE
453,13451,27,2898.26,5,RECENT AVARAGE MATE
454,13452,260,590.0,2,EX MATE
455,13453,166,356.97999999999996,2,EX MATE
456,13455,25,1058.34,2,RECENT AVARAGE MATE
457,13456,18,1766.7200000000003,6,SOUL MATE
458,13458,8,9646.57,14,
459,13460,30,183.44,2,RECENT AVARAGE MATE
460,13461,39,1445.0,3,RECENT AVARAGE MATE
461,13462,253,151.5,1,
462,13464,59,674.6800000000002,1,
463,13466,185,307.90000000000003,1,
464,13467,11,1071.9099999999999,2,RECENT AVARAGE MATE
465,13468,2,5704.969999999999,37,
466,13470,100,165.0,2,CASUAL AVARAGE MATE
467,13471,2,2501.84,4,
468,13473,61,422.64,2,RECENT AVARAGE MATE
469,13474,237,226.83999999999997,1,
470,13475,192,1431.7799999999997,4,EX MATE
471,13476,179,1238.47,2,EX MATE
472,13477,38,1454.58,6,SOUL MATE
473,13479,201,300.95000000000005,2,EX MATE
474,13481,46,1804.56,5,RECENT AVARAGE MATE
475,13482,233,184.64,1,
476,13483,66,140.34000000000003,1,
477,13484,242,313.79999999999995,1,
478,13485,234,454.24,1,
479,13486,79,1122.41,3,CASUAL AVARAGE MATE
480,13487,58,575.4,3,RECENT AVARAGE MATE
481,13488,18,8968.31,13,
482,13489,106,449.52000000000004,4,CASUAL AVARAGE MATE
483,13491,52,1215.8200000000002,10,SOUL MATE
484,13494,312,316.26,1,
485,13495,8,2044.8700000000001,5,RECENT AVARAGE MATE
486,13496,11,653.33,2,RECENT AVARAGE MATE
487,13497,283,348.05,2,EX MATE
488,13499,18,1159.11,5,RECENT AVARAGE MATE
489,13500,24,1166.77,3,RECENT AVARAGE MATE
490,13502,17,292.0,3,RECENT AVARAGE MATE
491,13503,72,216.84999999999997,1,
492,13504,65,295.93,1,
493,13506,317,458.52,2,
494,13507,4,2479.16,4,RECENT AVARAGE MATE
495,13508,244,110.97,1,
496,13509,9,979.72,7,SOUL MATE
497,13510,2,1791.56,4,
498,13512,261,251.20999999999998,1,
499,13513,127,205.09999999999997,1,
500,13514,74,152.20000000000002,1,
501,13515,73,891.1200000000001,4,CASUAL AVARAGE MATE
502,13516,22,1389.4099999999999,3,RECENT AVARAGE MATE
503,13517,60,2128.42,3,RECENT AVARAGE MATE
504,13518,86,627.16,1,
505,13519,79,122.75,1,
506,13521,2,1071.7299999999998,3,
507,13522,31,125.80000000000001,1,
508,13523,34,3964.8799999999997,5,SOUL MATE
509,13524,41,680.1800000000001,5,RECENT AVARAGE MATE
510,13525,15,628.78,2,RECENT AVARAGE MATE
511,13527,34,2242.36,7,SOUL MATE
512,13529,79,307.76,2,CASUAL AVARAGE MATE
513,13531,206,483.80000000000007,2,EX MATE
514,13532,34,210.30999999999983,1,
515,13533,183,269.09000000000003,3,EX MATE
516,13534,3,5870.080000000001,25,
517,13536,2,3444.39,7,
518,13538,44,1280.85,7,SOUL MATE
519,13539,86,631.3399999999999,3,CASUAL AVARAGE MATE
520,13544,40,276.06000000000006,2,RECENT AVARAGE MATE
521,13546,13,621.09,3,RECENT AVARAGE MATE
522,13548,97,678.1599999999999,2,CASUAL AVARAGE MATE
523,13549,26,918.1999999999999,7,SOUL MATE
524,13551,320,91.80000000000001,1,
525,13552,67,3740.0700000000006,12,SOUL MATE
526,13555,74,4098.879999999999,4,CASUAL AVARAGE MATE
527,13557,29,584.06,2,RECENT AVARAGE MATE
528,13558,6,594.52,4,RECENT AVARAGE MATE
529,13560,8,171.42000000000004,1,
530,13561,216,141.86,1,
531,13562,82,1799.33,3,CASUAL AVARAGE MATE
532,13563,85,777.53,2,CASUAL AVARAGE MATE
533,13564,145,1724.6699999999996,3,CASUAL AVARAGE MATE
534,13565,20,240.22000000000003,2,RECENT AVARAGE MATE
535,13566,41,856.84,2,RECENT AVARAGE MATE
536,13568,174,187.05000000000004,1,
537,13569,18,338.61999999999995,2,RECENT AVARAGE MATE
538,13570,244,239.49000000000004,1,
539,13571,13,2088.94,12,SOUL MATE
540,13572,206,1384.25,1,
541,13573,51,290.25,2,RECENT AVARAGE MATE
542,13575,24,732.0699999999999,5,RECENT AVARAGE MATE
543,13576,11,6717.34,18,
544,13577,26,1687.6,4,RECENT AVARAGE MATE
545,13579,15,467.03999999999996,2,RECENT AVARAGE MATE
546,13581,310,117.99999999999999,1,
547,13583,156,781.0300000000002,1,
548,13584,307,142.40000000000003,1,
549,13587,64,712.4,1,
550,13588,16,2478.95,9,SOUL MATE
551,13589,15,379.65,2,RECENT AVARAGE MATE
552,13590,12,1981.9199999999996,6,SOUL MATE
553,13591,65,1117.1299999999997,3,CASUAL AVARAGE MATE
554,13592,36,247.96000000000004,4,RECENT AVARAGE MATE
555,13593,109,2011.88,5,CASUAL AVARAGE MATE
556,13594,53,396.96999999999997,1,
557,13596,6,664.1099999999999,2,RECENT AVARAGE MATE
558,13598,48,160.04000000000008,1,
559,13599,2,5149.920000000001,21,
560,13600,313,219.51999999999998,1,
561,13601,46,693.3199999999999,2,RECENT AVARAGE MATE
562,13602,65,428.88999999999993,1,
563,13603,27,164.34,1,
564,13606,30,276.75,3,RECENT AVARAGE MATE
565,13607,41,675.5099999999996,1,
566,13610,13,1082.3300000000002,7,SOUL MATE
567,13611,90,1154.4,3,CASUAL AVARAGE MATE
568,13614,25,1585.4599999999998,4,RECENT AVARAGE MATE
569,13615,319,417.6900000000001,1,
570,13617,41,544.1800000000001,3,RECENT AVARAGE MATE
571,13618,174,177.34000000000003,1,
572,13621,117,213.85,1,
573,13623,31,727.7400000000001,5,RECENT AVARAGE MATE
574,13626,253,257.22999999999996,1,
575,13627,60,1638.47,5,RECENT AVARAGE MATE
576,13629,24,7792.360000000001,11,
577,13630,6,2031.7800000000002,7,SOUL MATE
578,13631,100,3070.42,11,SOUL MATE
579,13632,25,2118.93,5,RECENT AVARAGE MATE
580,13634,34,1547.3599999999997,5,RECENT AVARAGE MATE
581,13635,68,1071.0300000000002,1,
582,13636,37,949.1200000000001,5,RECENT AVARAGE MATE
583,13637,53,804.2999999999998,3,RECENT AVARAGE MATE
584,13638,16,122.64000000000001,1,
585,13639,75,1033.3400000000001,1,
586,13642,216,312.28,1,
587,13643,32,519.44,3,RECENT AVARAGE MATE
588,13644,17,2624.2600000000007,4,RECENT AVARAGE MATE
589,13645,121,252.1,1,
590,13647,10,1648.1200000000001,4,RECENT AVARAGE MATE
591,13649,257,346.6,2,EX MATE
592,13650,17,1836.34,6,SOUL MATE
593,13651,36,94.2,2,
594,13652,46,1095.08,3,RECENT AVARAGE MATE
595,13654,44,2707.3299999999995,6,SOUL MATE
596,13655,115,932.97,2,CASUAL AVARAGE MATE
597,13656,165,379.6500000000001,2,EX MATE
598,13657,11,382.14,2,RECENT AVARAGE MATE
599,13658,10,2639.17,5,RECENT AVARAGE MATE
600,13659,206,1563.0,2,EX MATE
601,13662,86,881.2600000000002,3,CASUAL AVARAGE MATE
602,13663,180,189.47,1,
603,13666,61,84.65,3,
604,13667,150,299.04999999999984,1,
605,13668,3,6309.83,21,
606,13669,51,218.54999999999998,2,RECENT AVARAGE MATE
607,13670,76,349.70000000000016,1,
608,13672,302,186.39000000000001,2,EX MATE
609,13673,19,387.44,2,RECENT AVARAGE MATE
610,13675,152,486.82,2,EX MATE
611,13678,152,232.60000000000005,1,
612,13680,2,3719.1199999999994,4,
613,13681,18,827.83,4,RECENT AVARAGE MATE
614,13682,188,59.5,1,
615,13684,286,65.13000000000001,1,
616,13685,3,3119.4400000000005,7,
617,13686,183,72.0,1,
618,13689,64,910.0,1,
619,13690,60,172.25,1,
620,13692,25,1488.3200000000006,3,RECENT AVARAGE MATE
621,13694,4,65039.619999999995,50,
622,13695,32,2504.13,15,
623,13697,39,151.3,1,
624,13699,156,308.58,1,
625,13700,27,2248.63,10,SOUL MATE
626,13703,319,99.5,1,
627,13704,6,2308.0599999999995,9,SOUL MATE
